one, 0.17223077058792113
one, 0.04684431791305542
one, 0.04683767080307007
one, 0.04670236349105835
one, 0.04744848966598511
one, 0.04612942218780518
one, 0.047204134464263914
one, 0.046686959266662595
one, 0.04650115966796875
one, 0.046040356159210205
two, 0.14275914192199707
two, 0.04738016128540039
two, 0.04852659225463867
two, 0.047527618408203125
two, 0.049045557975769045
two, 0.048888812065124514
two, 0.04997888088226318
two, 0.048588330745697024
two, 0.047769134044647214
two, 0.05099024772644043
three, 0.15862994909286499 
three, 0.046142632961273196 
three, 0.046813006401062014 
three, 0.047457799911499024 
three, 0.04733448743820191 
three, 0.04569413423538208 
three, 0.04568059206008911 
three, 0.04686449766159058 
three, 0.04640743970870972 
three, 0.04735937833786011 
four, 0.15627511262893676
four, 0.047221148014068605
four, 0.04833825588226318
four, 0.046908178329467774
four, 0.04766744375228882
four, 0.04738054275512695
four, 0.04664433240890503
four, 0.04741485834121704
four, 0.047364931106567386
four, 0.046126892566680906
